accuracy,avg_valid_rank,rank,avg_valid_len,len
0.5190,1.9745,-1,7.7540,8
0.5189,1.9745,-1,7.7540,9
0.5190,1.9752,5,7.7524,1
0.5189,1.9752,-1,7.7524,2
0.5190,1.9750,1,7.7513,3
0.5190,1.9745,0,7.7504,4
0.5191,1.9745,2,7.7498,5
0.5192,1.9743,1,7.7494,6
0.5192,1.9738,0,7.7492,7
0.5192,1.9738,-1,7.7492,8
0.5191,1.9738,-1,7.7492,9
0.5192,1.9743,4,7.7497,10
0.5192,1.9741,1,7.7505,11
0.5193,1.9736,0,7.7489,1
0.5192,1.9736,-1,7.7489,2
0.5191,1.9736,-1,7.7489,3
0.5192,1.9732,0,7.7480,4
0.5191,1.9732,-1,7.7480,5
0.5192,1.9727,0,7.7476,6
0.5193,1.9722,0,7.7474,7
0.5192,1.9722,-1,7.7474,8
0.5191,1.9722,-1,7.7474,9
0.5192,1.9727,4,7.7480,10
0.5191,1.9727,-1,7.7480,1
0.5192,1.9732,4,7.7466,2
0.5192,1.9727,0,7.7455,3
0.5192,1.9727,-1,7.7455,4
0.5192,1.9737,6,7.7449,5
0.5192,1.9737,-1,7.7449,6
0.5192,1.9732,0,7.7447,7
0.5192,1.9732,-1,7.7447,8
0.5192,1.9728,0,7.7450,9
0.5193,1.9723,0,7.7455,10
0.5192,1.9723,-1,7.7455,11
0.5193,1.9735,7,7.7465,12
0.5193,1.9732,1,7.7477,13
0.5193,1.9732,-1,7.7477,14
0.5193,1.9728,0,7.7494,15
0.5194,1.9723,0,7.7513,16
0.5193,1.9723,-1,7.7513,17
0.5193,1.9723,-1,7.7513,18
0.5192,1.9723,-1,7.7513,19
0.5191,1.9723,-1,7.7513,1
0.5191,1.9723,-1,7.7513,2
0.5191,1.9721,1,7.7502,3
0.5191,1.9721,-1,7.7502,4
0.5190,1.9721,-1,7.7502,5
0.5189,1.9721,-1,7.7502,1
0.5189,1.9721,-1,7.7502,2
0.5189,1.9716,0,7.7491,3
0.5190,1.9714,1,7.7483,4
0.5191,1.9710,0,7.7476,5
0.5191,1.9710,2,7.7472,6
0.5191,1.9710,-1,7.7472,7
0.5191,1.9712,3,7.7473,8
0.5190,1.9712,-1,7.7473,9
0.5190,1.9712,-1,7.7473,1
0.5190,1.9712,2,7.7459,2
0.5191,1.9707,0,7.7448,3
0.5192,1.9710,3,7.7440,4
0.5192,1.9724,8,7.7433,5
0.5193,1.9729,4,7.7429,6
0.5192,1.9729,-1,7.7429,7
0.5192,1.9729,-1,7.7429,8
0.5192,1.9738,6,7.7432,9
0.5193,1.9733,0,7.7437,10
0.5193,1.9729,0,7.7445,11
0.5194,1.9726,1,7.7455,12
0.5194,1.9722,0,7.7467,13
0.5194,1.9722,-1,7.7467,1
0.5194,1.9717,0,7.7454,2
0.5195,1.9713,0,7.7443,3
0.5194,1.9713,-1,7.7443,4
0.5195,1.9708,0,7.7436,5
0.5195,1.9704,0,7.7432,6
0.5195,1.9704,-1,7.7432,1
0.5194,1.9704,-1,7.7432,2
0.5195,1.9711,5,7.7421,3
0.5194,1.9711,-1,7.7421,4
0.5195,1.9720,6,7.7415,5
0.5195,1.9722,3,7.7399,1
0.5196,1.9736,8,7.7386,2
0.5195,1.9736,-1,7.7386,3
0.5195,1.9736,-1,7.7386,4
0.5195,1.9732,0,7.7380,5
0.5196,1.9736,4,7.7376,6
0.5196,1.9748,7,7.7374,7
0.5197,1.9743,0,7.7375,8
0.5198,1.9744,2,7.7378,9
0.5198,1.9739,0,7.7383,10
0.5199,1.9744,4,7.7390,11
0.5199,1.9751,5,7.7400,12
0.5200,1.9746,0,7.7412,13
0.5199,1.9746,-1,7.7412,1
0.5199,1.9746,-1,7.7412,1
0.5199,1.9742,0,7.7399,2
0.5200,1.9744,3,7.7383,1
0.5199,1.9744,-1,7.7383,2
0.5200,1.9744,2,7.7373,3
0.5200,1.9739,0,7.7364,4
0.5201,1.9735,0,7.7358,5
0.5200,1.9735,-1,7.7358,6
0.5200,1.9735,-1,7.7358,7
0.5199,1.9735,-1,7.7358,8
0.5198,1.9735,-1,7.7358,9
0.5198,1.9735,-1,7.7358,1
0.5197,1.9735,-1,7.7358,1
0.5197,1.9735,-1,7.7358,1
0.5196,1.9735,-1,7.7358,2
0.5196,1.9733,1,7.7347,3
0.5197,1.9728,0,7.7338,4
0.5196,1.9728,-1,7.7338,5
0.5196,1.9728,-1,7.7338,6
0.5196,1.9735,5,7.7336,7
0.5197,1.9730,0,7.7337,8
0.5196,1.9730,-1,7.7337,9
0.5197,1.9728,1,7.7342,10
0.5197,1.9735,5,7.7327,1
0.5198,1.9731,0,7.7314,2
0.5199,1.9726,0,7.7303,3
0.5199,1.9722,0,7.7294,4
0.5199,1.9722,-1,7.7294,1
0.5198,1.9722,-1,7.7294,2
0.5197,1.9722,-1,7.7294,1
0.5198,1.9719,1,7.7281,2
0.5198,1.9715,0,7.7270,3
0.5198,1.9715,-1,7.7270,4
0.5198,1.9726,7,7.7264,5
0.5199,1.9729,3,7.7260,6
0.5198,1.9729,-1,7.7260,7
0.5198,1.9729,-1,7.7260,1
0.5198,1.9736,5,7.7247,2
0.5199,1.9731,0,7.7236,3
0.5198,1.9731,-1,7.7236,4
0.5199,1.9727,0,7.7229,5
0.5198,1.9727,-1,7.7229,6
0.5198,1.9727,-1,7.7229,7
0.5198,1.9724,1,7.7230,8
0.5199,1.9720,0,7.7233,9
0.5199,1.9729,6,7.7238,10
0.5200,1.9725,0,7.7246,11
0.5200,1.9727,3,7.7256,12
0.5201,1.9729,3,7.7268,13
0.5202,1.9725,0,7.7282,14
0.5201,1.9725,-1,7.7282,15
0.5200,1.9725,-1,7.7282,16
0.5200,1.9725,-1,7.7282,17
0.5199,1.9725,-1,7.7282,18
0.5200,1.9723,1,7.7308,19
0.5199,1.9723,-1,7.7308,1
0.5198,1.9723,-1,7.7308,2
0.5199,1.9718,0,7.7297,3
0.5200,1.9716,1,7.7289,4
0.5199,1.9716,-1,7.7289,5
0.5200,1.9711,0,7.7285,6
0.5200,1.9718,5,7.7283,7
0.5201,1.9716,1,7.7284,8
0.5201,1.9711,0,7.7286,9
0.5202,1.9707,0,7.7292,10
0.5201,1.9707,-1,7.7292,11
0.5201,1.9707,-1,7.7292,1
0.5200,1.9707,-1,7.7292,2
0.5201,1.9702,0,7.7281,3
0.5200,1.9702,-1,7.7281,4
0.5201,1.9719,9,7.7275,5
0.5201,1.9714,0,7.7271,6
0.5200,1.9714,-1,7.7271,7
0.5200,1.9714,-1,7.7271,8
0.5199,1.9714,-1,7.7271,9
0.5200,1.9710,0,7.7276,10
0.5199,1.9710,-1,7.7276,11
0.5199,1.9710,-1,7.7276,12
0.5199,1.9705,0,7.7288,13
0.5200,1.9710,4,7.7302,14
0.5199,1.9710,-1,7.7302,1
0.5198,1.9710,-1,7.7302,2
0.5198,1.9710,-1,7.7302,3
0.5197,1.9710,-1,7.7302,4
0.5198,1.9705,0,7.7296,5
0.5197,1.9705,-1,7.7296,6
0.5198,1.9707,3,7.7281,1
0.5198,1.9703,0,7.7268,2
0.5199,1.9701,1,7.7257,3
0.5198,1.9701,-1,7.7257,4
0.5198,1.9701,-1,7.7257,5
0.5197,1.9701,-1,7.7257,6
0.5198,1.9696,0,7.7255,7
0.5198,1.9692,0,7.7256,8
0.5199,1.9687,0,7.7259,9
0.5198,1.9687,-1,7.7259,10
0.5198,1.9687,-1,7.7259,11
0.5198,1.9701,8,7.7268,12
0.5199,1.9697,0,7.7280,13
0.5199,1.9694,1,7.7295,14
0.5200,1.9690,0,7.7279,1
0.5199,1.9690,-1,7.7279,2
0.5199,1.9690,-1,7.7279,3
0.5199,1.9685,0,7.7264,1
0.5199,1.9685,-1,7.7264,2
0.5198,1.9685,-1,7.7264,3
0.5197,1.9685,-1,7.7264,1
0.5198,1.9690,4,7.7251,2
0.5198,1.9686,0,7.7240,3
0.5198,1.9686,-1,7.7240,4
0.5198,1.9681,0,7.7225,1
0.5199,1.9690,6,7.7212,2
0.5200,1.9688,1,7.7201,3
0.5199,1.9688,-1,7.7201,1
0.5199,1.9699,7,7.7188,2
0.5200,1.9697,1,7.7177,3
0.5201,1.9693,0,7.7169,4
0.5201,1.9709,9,7.7163,5
0.5202,1.9704,0,7.7159,6
0.5202,1.9700,0,7.7157,7
0.5202,1.9700,-1,7.7157,8
0.5202,1.9702,3,7.7160,9
0.5203,1.9698,0,7.7145,1
0.5202,1.9698,-1,7.7145,2
0.5203,1.9700,3,7.7134,3
0.5202,1.9700,-1,7.7134,4
0.5202,1.9700,-1,7.7134,5
0.5201,1.9700,-1,7.7134,6
0.5202,1.9696,0,7.7132,7
0.5202,1.9691,0,7.7133,8
0.5203,1.9691,2,7.7136,9
0.5202,1.9691,-1,7.7136,10
0.5201,1.9691,-1,7.7136,1
0.5202,1.9700,6,7.7123,2
0.5203,1.9714,8,7.7112,3
0.5203,1.9712,1,7.7104,4
0.5203,1.9712,-1,7.7104,5
0.5203,1.9710,1,7.7100,6
0.5204,1.9705,0,7.7098,7
0.5203,1.9705,-1,7.7098,8
0.5202,1.9705,-1,7.7098,9
0.5202,1.9705,-1,7.7098,10
0.5202,1.9703,1,7.7106,11
0.5202,1.9703,-1,7.7106,12
0.5201,1.9703,-1,7.7106,13
0.5202,1.9698,0,7.7120,14
0.5202,1.9696,1,7.7137,15
0.5202,1.9696,-1,7.7137,16
0.5201,1.9696,-1,7.7137,17
0.5202,1.9692,0,7.7160,18
0.5201,1.9692,-1,7.7160,1
0.5202,1.9687,0,7.7147,2
0.5201,1.9687,-1,7.7147,3
0.5200,1.9687,-1,7.7147,4
0.5200,1.9687,-1,7.7147,5
0.5200,1.9696,6,7.7143,6
0.5201,1.9692,0,7.7142,7
0.5200,1.9692,-1,7.7142,8
0.5200,1.9692,-1,7.7142,9
0.5199,1.9692,-1,7.7142,10
0.5198,1.9692,-1,7.7142,11
0.5198,1.9692,-1,7.7142,12
0.5198,1.9688,0,7.7154,13
0.5198,1.9688,-1,7.7154,14
0.5198,1.9683,0,7.7170,15
0.5199,1.9679,0,7.7189,16
0.5198,1.9679,-1,7.7189,17
0.5198,1.9679,-1,7.7189,1
0.5197,1.9679,-1,7.7189,2
0.5196,1.9679,-1,7.7189,3
0.5196,1.9679,-1,7.7189,4
0.5196,1.9695,9,7.7183,5
0.5197,1.9690,0,7.7179,6
0.5198,1.9686,0,7.7177,7
0.5197,1.9686,-1,7.7177,8
0.5196,1.9686,-1,7.7177,9
0.5197,1.9688,3,7.7182,10
0.5196,1.9688,-1,7.7182,11
0.5196,1.9688,-1,7.7182,12
0.5196,1.9686,1,7.7194,13
0.5196,1.9686,-1,7.7194,14
0.5195,1.9686,-1,7.7194,15
0.5194,1.9686,-1,7.7194,16
0.5195,1.9697,7,7.7215,17
0.5195,1.9693,0,7.7238,18
0.5196,1.9688,0,7.7264,19
0.5195,1.9688,-1,7.7264,20
0.5196,1.9691,3,7.7294,21
0.5197,1.9704,8,7.7326,22
0.5196,1.9704,-1,7.7326,23
0.5195,1.9704,-1,7.7326,24
0.5196,1.9700,0,7.7365,25
0.5196,1.9711,7,7.7406,26
0.5197,1.9711,2,7.7450,27
0.5198,1.9709,1,7.7495,28
0.5197,1.9709,-1,7.7495,29
0.5198,1.9704,0,7.7546,30
0.5197,1.9704,-1,7.7546,1
0.5198,1.9709,4,7.7533,2
0.5197,1.9709,-1,7.7533,3
0.5197,1.9705,0,7.7524,4
0.5197,1.9705,-1,7.7524,5
0.5197,1.9700,0,7.7520,6
0.5198,1.9696,0,7.7519,7
0.5199,1.9696,2,7.7519,8
0.5199,1.9691,0,7.7522,9
0.5200,1.9687,0,7.7527,10
0.5200,1.9692,4,7.7534,11
0.5200,1.9692,-1,7.7534,12
0.5200,1.9694,3,7.7546,13
0.5200,1.9694,-1,7.7546,14
0.5200,1.9692,1,7.7562,15
0.5201,1.9687,0,7.7581,16
0.5200,1.9687,-1,7.7581,17
0.5201,1.9683,0,7.7604,18
0.5201,1.9692,6,7.7629,19
0.5202,1.9687,0,7.7657,20
0.5202,1.9685,1,7.7687,21
0.5203,1.9681,0,7.7719,22
0.5203,1.9679,1,7.7753,23
0.5204,1.9679,2,7.7789,24
0.5203,1.9679,-1,7.7789,1
0.5203,1.9679,-1,7.7789,2
0.5203,1.9686,5,7.7779,3
0.5204,1.9681,0,7.7770,4
0.5203,1.9681,-1,7.7770,5
0.5204,1.9683,3,7.7766,6
0.5203,1.9683,-1,7.7766,7
0.5204,1.9681,1,7.7767,8
0.5204,1.9677,0,7.7769,9
0.5204,1.9677,-1,7.7769,10
0.5203,1.9677,-1,7.7769,11
0.5203,1.9677,-1,7.7769,12
0.5202,1.9677,-1,7.7769,13
0.5203,1.9684,5,7.7783,14
0.5202,1.9684,-1,7.7783,15
0.5202,1.9679,0,7.7802,16
0.5203,1.9677,1,7.7822,17
0.5202,1.9677,-1,7.7822,1
0.5202,1.9677,-1,7.7822,2
0.5202,1.9673,0,7.7812,3
0.5203,1.9679,5,7.7803,4
0.5203,1.9675,0,7.7797,5
0.5203,1.9675,-1,7.7797,6
0.5203,1.9675,2,7.7795,7
0.5204,1.9682,5,7.7796,8
0.5205,1.9682,2,7.7798,9
0.5205,1.9682,2,7.7803,10
0.5206,1.9682,2,7.7811,11
0.5205,1.9682,-1,7.7811,12
0.5206,1.9680,1,7.7822,13
0.5206,1.9676,0,7.7836,14
0.5207,1.9671,0,7.7852,15
0.5206,1.9671,-1,7.7852,1
0.5206,1.9671,-1,7.7852,2
0.5206,1.9667,0,7.7842,3
0.5207,1.9662,0,7.7833,4
0.5207,1.9658,0,7.7827,5
0.5208,1.9662,4,7.7823,6
0.5207,1.9662,-1,7.7823,7
0.5208,1.9663,2,7.7823,8
0.5207,1.9663,-1,7.7823,9
0.5208,1.9660,1,7.7828,10
0.5207,1.9660,-1,7.7828,11
0.5208,1.9656,0,7.7838,12
0.5208,1.9663,5,7.7849,13
0.5209,1.9658,0,7.7863,14
0.5209,1.9654,0,7.7879,15
0.5209,1.9654,-1,7.7879,1
0.5208,1.9654,-1,7.7879,2
0.5207,1.9654,-1,7.7879,3
0.5207,1.9654,-1,7.7879,4
0.5207,1.9654,2,7.7873,5
0.5208,1.9661,5,7.7869,6
0.5209,1.9656,0,7.7867,7
0.5208,1.9656,-1,7.7867,8
0.5207,1.9656,-1,7.7867,9
0.5207,1.9656,-1,7.7867,10
0.5206,1.9656,-1,7.7867,1
0.5207,1.9657,2,7.7855,2
0.5206,1.9657,-1,7.7855,3
0.5207,1.9652,0,7.7846,4
0.5207,1.9650,1,7.7840,5
0.5208,1.9646,0,7.7836,6
0.5207,1.9646,-1,7.7836,7
0.5207,1.9646,-1,7.7836,8
0.5207,1.9650,4,7.7821,1
0.5208,1.9646,0,7.7808,2
0.5207,1.9646,-1,7.7808,3
0.5206,1.9646,-1,7.7808,4
0.5206,1.9646,-1,7.7808,5
0.5206,1.9641,0,7.7804,6
0.5206,1.9641,-1,7.7804,7
0.5205,1.9641,-1,7.7804,8
0.5205,1.9641,-1,7.7804,1
0.5205,1.9655,8,7.7791,2
0.5206,1.9650,0,7.7780,3
0.5206,1.9664,8,7.7772,4
0.5206,1.9664,-1,7.7772,5
0.5206,1.9660,0,7.7768,6
0.5206,1.9660,-1,7.7768,7
0.5205,1.9660,-1,7.7768,8
0.5206,1.9666,5,7.7753,1
0.5206,1.9662,0,7.7740,2
0.5207,1.9658,0,7.7730,3
0.5206,1.9658,-1,7.7730,4
0.5205,1.9658,-1,7.7730,1
0.5205,1.9658,-1,7.7730,2
0.5205,1.9669,7,7.7715,1
0.5205,1.9669,-1,7.7715,2
0.5204,1.9669,-1,7.7715,3
0.5204,1.9669,-1,7.7715,1
0.5203,1.9669,-1,7.7715,2
0.5204,1.9664,0,7.7704,3
0.5204,1.9660,0,7.7696,4
0.5205,1.9658,1,7.7689,5
0.5204,1.9658,-1,7.7689,6
0.5205,1.9656,1,7.7674,1
0.5205,1.9671,9,7.7662,2
0.5206,1.9667,0,7.7651,3
0.5206,1.9665,1,7.7643,4
0.5207,1.9660,0,7.7636,5
0.5206,1.9660,-1,7.7636,6
0.5207,1.9656,0,7.7635,7
0.5207,1.9654,1,7.7635,8
0.5207,1.9654,-1,7.7635,9
0.5206,1.9654,-1,7.7635,10
0.5207,1.9652,1,7.7642,11
0.5206,1.9652,-1,7.7642,12
0.5205,1.9652,-1,7.7642,13
0.5205,1.9652,-1,7.7642,14
0.5205,1.9663,7,7.7659,15
0.5206,1.9667,4,7.7677,16
0.5207,1.9665,1,7.7697,17
0.5206,1.9665,-1,7.7697,1
0.5207,1.9661,0,7.7684,2
0.5207,1.9670,6,7.7674,3
0.5208,1.9666,0,7.7666,4
0.5208,1.9672,5,7.7659,5
0.5209,1.9668,0,7.7656,6
0.5208,1.9668,-1,7.7656,7
0.5208,1.9668,-1,7.7656,8
0.5208,1.9666,1,7.7658,9
0.5207,1.9666,-1,7.7658,10
0.5207,1.9666,-1,7.7658,11
0.5207,1.9672,5,7.7668,12
0.5208,1.9670,1,7.7679,13
0.5209,1.9666,0,7.7693,14
0.5208,1.9666,-1,7.7693,1
0.5207,1.9666,-1,7.7693,2
0.5208,1.9662,0,7.7682,3
0.5208,1.9664,3,7.7674,4
0.5208,1.9664,-1,7.7674,5
0.5207,1.9664,-1,7.7674,6
0.5208,1.9664,2,7.7672,7
0.5208,1.9660,0,7.7673,8
0.5209,1.9662,3,7.7676,9
0.5208,1.9662,-1,7.7676,10
0.5208,1.9662,-1,7.7676,11
0.5207,1.9662,-1,7.7676,12
0.5208,1.9669,5,7.7661,1
0.5207,1.9669,-1,7.7661,1
0.5208,1.9664,0,7.7648,2
0.5207,1.9664,-1,7.7648,1
0.5208,1.9675,7,7.7635,2
0.5208,1.9671,0,7.7625,3
0.5207,1.9671,-1,7.7625,4
0.5207,1.9671,-1,7.7625,5
0.5206,1.9671,-1,7.7625,6
0.5206,1.9671,-1,7.7625,7
0.5206,1.9667,0,7.7625,8
0.5206,1.9667,-1,7.7625,9
0.5206,1.9667,2,7.7630,10
0.5207,1.9678,7,7.7637,11
0.5207,1.9678,2,7.7647,12
0.5207,1.9678,-1,7.7647,13
0.5206,1.9678,-1,7.7647,14
0.5207,1.9682,4,7.7663,15
0.5207,1.9678,0,7.7681,16
0.5207,1.9678,-1,7.7681,17
0.5206,1.9678,-1,7.7681,18
0.5205,1.9678,-1,7.7681,1
0.5205,1.9678,-1,7.7681,2
0.5204,1.9678,-1,7.7681,3
0.5204,1.9678,-1,7.7681,4
0.5204,1.9674,0,7.7675,5
0.5204,1.9674,-1,7.7675,6
0.5204,1.9676,3,7.7660,1
0.5205,1.9672,0,7.7647,2
0.5205,1.9670,1,7.7637,3
0.5205,1.9670,-1,7.7637,4
0.5204,1.9670,-1,7.7637,5
0.5203,1.9670,-1,7.7637,6
0.5204,1.9665,0,7.7635,7
0.5205,1.9661,0,7.7635,8
0.5205,1.9657,0,7.7638,9
0.5204,1.9657,-1,7.7638,10
0.5204,1.9657,-1,7.7638,11
0.5204,1.9670,8,7.7647,12
0.5205,1.9666,0,7.7659,13
0.5206,1.9663,1,7.7673,14
0.5205,1.9663,-1,7.7673,1
0.5204,1.9663,-1,7.7673,2
0.5205,1.9670,5,7.7662,3
0.5205,1.9675,4,7.7654,4
0.5206,1.9670,0,7.7648,5
0.5207,1.9679,6,7.7644,6
0.5206,1.9679,-1,7.7644,7
0.5206,1.9684,4,7.7644,8
0.5206,1.9684,-1,7.7644,9
0.5206,1.9679,0,7.7649,10
0.5206,1.9679,-1,7.7649,11
0.5206,1.9675,0,7.7659,12
0.5206,1.9675,-1,7.7659,13
0.5206,1.9671,0,7.7672,14
0.5207,1.9666,0,7.7688,15
0.5207,1.9662,0,7.7706,16
0.5207,1.9662,-1,7.7706,1
0.5206,1.9662,-1,7.7706,2
0.5207,1.9666,4,7.7696,3
0.5206,1.9666,-1,7.7696,4
0.5207,1.9664,1,7.7690,5
0.5206,1.9664,-1,7.7690,6
0.5207,1.9667,3,7.7688,7
0.5206,1.9667,-1,7.7688,8
0.5207,1.9678,7,7.7691,9
0.5207,1.9693,9,7.7696,10
0.5208,1.9691,1,7.7703,11
0.5208,1.9687,0,7.7712,12
0.5208,1.9687,-1,7.7712,13
0.5207,1.9687,-1,7.7712,1
0.5208,1.9682,0,7.7699,2
0.5208,1.9685,3,7.7689,3
0.5209,1.9680,0,7.7681,4
0.5208,1.9680,-1,7.7681,5
0.5209,1.9676,0,7.7677,6
0.5208,1.9676,-1,7.7677,7
0.5209,1.9683,5,7.7677,8
0.5208,1.9683,-1,7.7677,9
0.5207,1.9683,-1,7.7677,1
0.5208,1.9685,3,7.7665,2
0.5209,1.9681,0,7.7654,3
0.5209,1.9681,2,7.7646,4
0.5210,1.9676,0,7.7640,5
0.5209,1.9676,-1,7.7640,6
0.5210,1.9672,0,7.7638,7
0.5210,1.9668,0,7.7639,8
0.5210,1.9668,-1,7.7639,9
0.5209,1.9668,-1,7.7639,10
0.5210,1.9679,7,7.7646,11
0.5210,1.9677,1,7.7655,12
0.5211,1.9674,1,7.7667,13
0.5210,1.9674,-1,7.7667,1
0.5209,1.9674,-1,7.7667,2
0.5210,1.9670,0,7.7656,3
0.5209,1.9670,-1,7.7656,4
0.5210,1.9670,2,7.7650,5
0.5209,1.9670,-1,7.7650,6
0.5209,1.9670,-1,7.7650,7
0.5209,1.9679,6,7.7651,8
0.5209,1.9679,-1,7.7651,9
0.5208,1.9679,-1,7.7651,10
0.5209,1.9675,0,7.7658,11
0.5209,1.9673,1,7.7667,12
0.5210,1.9668,0,7.7678,13
0.5210,1.9664,0,7.7692,14
0.5210,1.9664,-1,7.7692,15
0.5210,1.9662,1,7.7710,16
0.5210,1.9662,-1,7.7710,1
0.5209,1.9662,-1,7.7710,2
0.5208,1.9662,-1,7.7710,3
0.5208,1.9662,-1,7.7710,4
0.5207,1.9662,-1,7.7710,1
0.5207,1.9662,-1,7.7710,1
0.5207,1.9660,1,7.7697,2
0.5207,1.9660,-1,7.7697,3
0.5206,1.9660,-1,7.7697,4
0.5207,1.9673,8,7.7691,5
0.5206,1.9673,-1,7.7691,6
0.5205,1.9673,-1,7.7691,7
0.5206,1.9677,4,7.7677,1
0.5206,1.9673,0,7.7664,2
0.5206,1.9673,-1,7.7664,3
0.5205,1.9673,-1,7.7664,4
0.5205,1.9673,-1,7.7664,5
0.5205,1.9669,0,7.7660,6
0.5205,1.9669,-1,7.7660,7
0.5204,1.9669,-1,7.7660,8
0.5203,1.9669,-1,7.7660,1
0.5204,1.9682,8,7.7648,2
0.5205,1.9678,0,7.7637,3
0.5205,1.9691,8,7.7629,4
0.5205,1.9691,-1,7.7629,5
0.5205,1.9687,0,7.7625,6
0.5204,1.9687,-1,7.7625,7
0.5204,1.9687,-1,7.7625,8
0.5203,1.9687,-1,7.7625,1
0.5204,1.9693,5,7.7613,2
0.5203,1.9693,-1,7.7613,3
0.5203,1.9693,-1,7.7613,4
0.5202,1.9693,-1,7.7613,1
0.5201,1.9693,-1,7.7613,2
0.5202,1.9691,1,7.7602,3
0.5203,1.9693,3,7.7594,4
0.5202,1.9693,-1,7.7594,5
0.5203,1.9689,0,7.7590,6
0.5202,1.9689,-1,7.7590,7
0.5201,1.9689,-1,7.7590,1
0.5201,1.9689,-1,7.7590,2
0.5201,1.9689,2,7.7580,3
0.5201,1.9689,-1,7.7580,4
0.5201,1.9685,0,7.7574,5
0.5202,1.9681,0,7.7570,6
0.5201,1.9681,-1,7.7570,7
0.5201,1.9681,-1,7.7570,8
0.5200,1.9681,-1,7.7570,9
0.5201,1.9678,1,7.7575,10
0.5200,1.9678,-1,7.7575,1
0.5201,1.9681,3,7.7562,2
0.5201,1.9676,0,7.7552,3
0.5202,1.9681,4,7.7544,4
0.5201,1.9681,-1,7.7544,5
0.5200,1.9681,-1,7.7544,1
0.5200,1.9681,-1,7.7544,2
0.5199,1.9681,-1,7.7544,3
0.5200,1.9677,0,7.7536,4
0.5199,1.9677,-1,7.7536,5
0.5199,1.9677,-1,7.7536,6
0.5198,1.9677,-1,7.7536,7
0.5199,1.9672,0,7.7536,8
0.5198,1.9672,-1,7.7536,9
0.5197,1.9672,-1,7.7536,10
0.5198,1.9668,0,7.7543,11
0.5199,1.9672,4,7.7553,12
0.5199,1.9679,5,7.7564,13
0.5198,1.9679,-1,7.7564,14
0.5199,1.9675,0,7.7580,15
0.5200,1.9677,3,7.7598,16
0.5200,1.9673,0,7.7618,17
0.5201,1.9681,6,7.7640,18
0.5201,1.9677,0,7.7664,19
0.5201,1.9677,-1,7.7664,1
0.5201,1.9673,0,7.7652,2
0.5201,1.9673,-1,7.7652,3
0.5200,1.9673,-1,7.7652,4
0.5200,1.9684,7,7.7646,5
0.5201,1.9680,0,7.7642,6
0.5202,1.9677,1,7.7640,7
0.5201,1.9677,-1,7.7640,1
0.5202,1.9677,2,7.7628,2
0.5202,1.9691,8,7.7617,3
0.5203,1.9697,5,7.7603,1
0.5203,1.9693,0,7.7590,2
0.5204,1.9689,0,7.7580,3
0.5204,1.9684,0,7.7572,4
0.5205,1.9684,2,7.7566,5
0.5204,1.9684,-1,7.7566,6
0.5204,1.9684,-1,7.7566,1
0.5203,1.9684,-1,7.7566,1
0.5202,1.9684,-1,7.7566,2
0.5202,1.9684,-1,7.7566,3
0.5202,1.9680,0,7.7558,4
0.5202,1.9680,-1,7.7558,5
0.5201,1.9680,-1,7.7558,6
0.5202,1.9693,8,7.7556,7
0.5202,1.9689,0,7.7557,8
0.5202,1.9689,-1,7.7557,9
0.5201,1.9689,-1,7.7557,1
0.5202,1.9685,0,7.7544,2
0.5202,1.9698,8,7.7534,3
0.5203,1.9698,2,7.7526,4
0.5202,1.9698,-1,7.7526,5
0.5202,1.9698,-1,7.7526,6
0.5202,1.9704,5,7.7524,7
0.5203,1.9700,0,7.7525,8
0.5202,1.9700,-1,7.7525,9
0.5203,1.9713,8,7.7530,10
0.5203,1.9709,0,7.7537,11
0.5204,1.9707,1,7.7546,12
0.5203,1.9707,-1,7.7546,13
0.5204,1.9707,2,7.7559,14
0.5203,1.9707,-1,7.7559,15
0.5202,1.9707,-1,7.7559,16
0.5203,1.9703,0,7.7579,17
0.5202,1.9703,-1,7.7579,18
0.5203,1.9698,0,7.7603,19
0.5203,1.9696,1,7.7630,20
0.5204,1.9692,0,7.7658,21
0.5205,1.9688,0,7.7689,22
0.5204,1.9688,-1,7.7689,23
0.5203,1.9688,-1,7.7689,1
0.5204,1.9683,0,7.7677,2
0.5203,1.9683,-1,7.7677,3
0.5203,1.9683,-1,7.7677,4
0.5203,1.9684,2,7.7671,5
0.5203,1.9684,-1,7.7671,6
0.5202,1.9684,-1,7.7671,7
0.5202,1.9684,-1,7.7671,8
0.5202,1.9697,8,7.7673,9
0.5202,1.9697,-1,7.7673,10
0.5202,1.9697,2,7.7680,11
0.5201,1.9697,-1,7.7680,12
0.5201,1.9697,-1,7.7680,13
0.5200,1.9697,-1,7.7680,14
0.5200,1.9697,-1,7.7680,15
0.5199,1.9697,-1,7.7680,16
0.5200,1.9701,4,7.7700,17
0.5199,1.9701,-1,7.7700,18
0.5200,1.9701,2,7.7724,19
0.5199,1.9701,-1,7.7724,20
0.5198,1.9701,-1,7.7724,1
0.5199,1.9697,0,7.7712,2
0.5200,1.9693,0,7.7702,3
0.5200,1.9699,5,7.7693,4
0.5201,1.9695,0,7.7688,5
0.5201,1.9691,0,7.7684,6
0.5202,1.9697,5,7.7682,7
0.5202,1.9699,3,7.7683,8
0.5202,1.9699,-1,7.7683,9
0.5201,1.9699,-1,7.7683,10
0.5202,1.9702,3,7.7689,11
0.5201,1.9702,-1,7.7689,12
0.5200,1.9702,-1,7.7689,13
