accuracy,avg_valid_rank,rank,avg_valid_len,len
0.4895,2.1236,0,6.7213,9
0.4902,2.1203,1,6.7307,10
0.4909,2.1143,0,6.7429,11
0.4916,2.1225,5,6.7578,12
0.4909,2.1225,-1,6.7578,1
0.4902,2.1225,-1,6.7578,1
0.4895,2.1225,-1,6.7578,2
0.4903,2.1165,0,6.7472,3
0.4896,2.1165,-1,6.7472,4
0.4889,2.1165,-1,6.7472,5
0.4896,2.1105,0,6.7450,6
0.4903,2.1243,7,6.7458,7
0.4910,2.1239,2,6.7493,8
0.4917,2.1208,1,6.7556,9
0.4924,2.1204,2,6.7647,10
0.4917,2.1204,-1,6.7647,11
0.4911,2.1204,-1,6.7647,1
0.4904,2.1204,-1,6.7647,1
0.4897,2.1204,-1,6.7647,2
0.4890,2.1204,-1,6.7647,3
0.4897,2.1173,1,6.7570,4
0.4904,2.1198,3,6.7521,5
0.4898,2.1198,-1,6.7521,6
0.4905,2.1278,5,6.7361,1
0.4912,2.1219,0,6.7230,2
0.4918,2.1160,0,6.7127,3
0.4925,2.1212,4,6.7052,4
0.4932,2.1319,6,6.6896,1
0.4939,2.1288,1,6.6767,2
0.4932,2.1288,-1,6.6767,3
0.4926,2.1288,-1,6.6767,4
0.4933,2.1230,0,6.6721,5
0.4939,2.1362,7,6.6703,6
0.4933,2.1362,-1,6.6703,7
0.4926,2.1362,-1,6.6703,1
0.4933,2.1304,0,6.6576,2
0.4926,2.1304,-1,6.6576,1
0.4933,2.1247,0,6.6450,2
0.4940,2.1297,4,6.6351,3
0.4933,2.1297,-1,6.6351,4
0.4940,2.1348,4,6.6307,5
0.4934,2.1348,-1,6.6307,6
0.4940,2.1290,0,6.6317,7
0.4934,2.1290,-1,6.6317,8
0.4927,2.1290,-1,6.6317,1
0.4934,2.1233,0,6.6193,2
0.4941,2.1283,4,6.6096,3
0.4947,2.1333,4,6.6027,4
0.4941,2.1333,-1,6.6027,5
0.4934,2.1333,-1,6.6027,6
0.4928,2.1333,-1,6.6027,1
0.4934,2.1410,5,6.5904,2
0.4928,2.1410,-1,6.5904,3
0.4935,2.1538,7,6.5836,4
0.4928,2.1538,-1,6.5836,5
0.4935,2.1667,7,6.5820,6
0.4941,2.1768,6,6.5831,7
0.4948,2.1711,0,6.5868,8
0.4941,2.1711,-1,6.5868,1
0.4948,2.1680,1,6.5748,2
0.4955,2.1623,0,6.5654,3
0.4948,2.1623,-1,6.5654,4
0.4955,2.1593,1,6.5614,5
0.4948,2.1593,-1,6.5614,6
0.4942,2.1593,-1,6.5614,7
0.4936,2.1593,-1,6.5614,8
0.4942,2.1536,0,6.5677,9
0.4936,2.1536,-1,6.5677,1
0.4929,2.1536,-1,6.5677,2
0.4936,2.1481,0,6.5584,3
0.4930,2.1481,-1,6.5584,4
0.4923,2.1481,-1,6.5584,5
0.4930,2.1477,2,6.5570,6
0.4936,2.1473,2,6.5581,7
0.4930,2.1473,-1,6.5581,1
0.4924,2.1473,-1,6.5581,2
0.4930,2.1418,0,6.5490,3
0.4924,2.1418,-1,6.5490,4
0.4918,2.1418,-1,6.5490,1
0.4911,2.1418,-1,6.5490,2
0.4918,2.1491,5,6.5398,3
0.4924,2.1590,6,6.5333,4
0.4931,2.1535,0,6.5294,5
0.4924,2.1535,-1,6.5294,6
0.4931,2.1480,0,6.5306,7
0.4937,2.1425,0,6.5344,8
0.4944,2.1371,0,6.5406,9
0.4950,2.1468,6,6.5494,10
0.4944,2.1468,-1,6.5494,11
0.4938,2.1468,-1,6.5494,12
0.4944,2.1414,0,6.5657,13
0.4950,2.1511,6,6.5844,14
0.4956,2.1482,1,6.5704,1
0.4950,2.1482,-1,6.5704,2
0.4957,2.1429,0,6.5614,3
0.4950,2.1429,-1,6.5614,4
0.4957,2.1425,2,6.5575,5
0.4950,2.1425,-1,6.5575,6
0.4957,2.1471,4,6.5586,7
0.4963,2.1493,3,6.5622,8
0.4969,2.1439,0,6.5682,9
0.4975,2.1386,0,6.5767,10
0.4982,2.1333,0,6.5877,11
0.4975,2.1333,-1,6.5877,12
0.4982,2.1305,1,6.6034,13
0.4975,2.1305,-1,6.6034,14
0.4969,2.1305,-1,6.6034,15
0.4976,2.1278,1,6.6265,16
0.4969,2.1278,-1,6.6265,17
0.4963,2.1278,-1,6.6265,18
0.4957,2.1278,-1,6.6265,19
0.4964,2.1250,1,6.6127,1
0.4970,2.1320,5,6.6015,2
0.4976,2.1415,6,6.5927,3
0.4982,2.1363,0,6.5864,4
0.4976,2.1363,-1,6.5864,5
0.4982,2.1408,4,6.5850,6
0.4976,2.1408,-1,6.5850,7
0.4970,2.1408,-1,6.5850,8
0.4964,2.1408,-1,6.5850,1
0.4970,2.1453,4,6.5738,2
0.4964,2.1453,-1,6.5738,3
0.4970,2.1425,1,6.5676,4
0.4976,2.1373,0,6.5639,5
0.4982,2.1346,1,6.5625,6
0.4988,2.1391,4,6.5635,7
0.4994,2.1340,0,6.5670,8
0.5000,2.1408,5,6.5728,9
0.5006,2.1357,0,6.5810,10
0.5000,2.1357,-1,6.5810,11
0.5006,2.1306,0,6.5938,12
0.5012,2.1256,0,6.6090,13
0.5006,2.1256,-1,6.6090,1
0.5000,2.1256,-1,6.6090,2
0.5006,2.1206,0,6.6005,3
0.5012,2.1156,0,6.5943,4
0.5006,2.1156,-1,6.5943,5
0.5012,2.1106,0,6.5929,6
0.5018,2.1056,0,6.5939,7
0.5024,2.1030,1,6.5972,8
0.5029,2.1051,3,6.5841,1
0.5023,2.1051,-1,6.5841,2
0.5018,2.1051,-1,6.5841,3
0.5023,2.1119,5,6.5711,1
0.5029,2.1070,0,6.5605,2
0.5023,2.1070,-1,6.5605,3
0.5018,2.1070,-1,6.5605,4
0.5023,2.1137,5,6.5476,1
0.5029,2.1088,0,6.5370,2
0.5035,2.1039,0,6.5289,3
0.5041,2.1083,4,6.5230,4
0.5046,2.1172,6,6.5103,1
0.5052,2.1147,1,6.5000,2
0.5046,2.1147,-1,6.5000,3
0.5052,2.1281,8,6.4943,4
0.5046,2.1281,-1,6.4943,5
0.5052,2.1233,0,6.4932,6
0.5046,2.1233,-1,6.4932,1
0.5040,2.1233,-1,6.4932,2
0.5034,2.1233,-1,6.4932,1
0.5040,2.1390,9,6.4829,2
0.5046,2.1523,8,6.4750,3
0.5052,2.1519,2,6.4694,4
0.5057,2.1516,2,6.4661,5
0.5063,2.1467,0,6.4650,6
0.5057,2.1467,-1,6.4650,7
0.5063,2.1441,1,6.4685,8
0.5057,2.1441,-1,6.4685,9
0.5063,2.1393,0,6.4764,10
0.5057,2.1393,-1,6.4764,1
0.5051,2.1393,-1,6.4764,2
0.5057,2.1345,0,6.4686,3
0.5062,2.1320,1,6.4631,4
0.5057,2.1320,-1,6.4631,5
0.5062,2.1473,9,6.4621,6
0.5068,2.1448,1,6.4633,7
0.5062,2.1448,-1,6.4633,8
0.5068,2.1444,2,6.4689,9
0.5062,2.1444,-1,6.4689,10
0.5067,2.1397,0,6.4789,11
0.5073,2.1350,0,6.4912,12
0.5067,2.1350,-1,6.4912,1
0.5073,2.1413,5,6.4812,2
0.5078,2.1366,0,6.4736,3
0.5073,2.1366,-1,6.4736,4
0.5067,2.1366,-1,6.4736,5
0.5072,2.1363,2,6.4725,6
0.5067,2.1363,-1,6.4725,7
0.5072,2.1425,5,6.4605,1
0.5067,2.1425,-1,6.4605,2
0.5061,2.1425,-1,6.4605,1
0.5055,2.1425,-1,6.4605,2
0.5050,2.1425,-1,6.4605,1
0.5055,2.1488,5,6.4486,1
0.5050,2.1488,-1,6.4486,2
0.5044,2.1488,-1,6.4486,3
0.5039,2.1488,-1,6.4486,1
0.5044,2.1441,0,6.4389,2
0.5039,2.1441,-1,6.4389,1
0.5044,2.1438,2,6.4292,2
0.5038,2.1438,-1,6.4292,3
0.5044,2.1413,1,6.4239,4
0.5049,2.1432,3,6.4208,5
0.5044,2.1432,-1,6.4208,6
0.5049,2.1472,4,6.4221,7
0.5055,2.1425,0,6.4255,8
0.5060,2.1422,2,6.4310,9
0.5054,2.1422,-1,6.4310,10
0.5060,2.1398,1,6.4409,11
0.5065,2.1395,2,6.4528,12
0.5060,2.1395,-1,6.4528,13
0.5065,2.1435,4,6.4690,14
0.5070,2.1410,1,6.4573,1
0.5065,2.1410,-1,6.4573,2
0.5059,2.1410,-1,6.4573,1
0.5054,2.1410,-1,6.4573,1
0.5059,2.1365,0,6.4478,2
0.5054,2.1365,-1,6.4478,3
0.5048,2.1365,-1,6.4478,4
0.5043,2.1365,-1,6.4478,1
0.5048,2.1362,2,6.4383,2
0.5043,2.1362,-1,6.4383,3
0.5038,2.1362,-1,6.4383,4
0.5032,2.1362,-1,6.4383,1
0.5027,2.1362,-1,6.4383,2
0.5032,2.1338,1,6.4310,3
0.5027,2.1338,-1,6.4310,4
0.5032,2.1292,0,6.4280,5
0.5037,2.1247,0,6.4271,6
0.5032,2.1247,-1,6.4271,7
0.5027,2.1247,-1,6.4271,8
0.5021,2.1247,-1,6.4271,9
0.5016,2.1247,-1,6.4271,1
0.5021,2.1203,0,6.4177,2
0.5016,2.1203,-1,6.4177,3
0.5021,2.1158,0,6.4126,4
0.5016,2.1158,-1,6.4126,5
0.5011,2.1158,-1,6.4126,6
0.5005,2.1158,-1,6.4126,1
0.5000,2.1158,-1,6.4126,2
0.5005,2.1176,3,6.4055,3
0.5011,2.1153,1,6.4004,4
0.5016,2.1213,5,6.3975,5
0.5010,2.1213,-1,6.3975,1
0.5016,2.1169,0,6.3883,2
0.5010,2.1169,-1,6.3883,3
0.5005,2.1169,-1,6.3883,4
0.5010,2.1208,4,6.3854,5
0.5016,2.1310,7,6.3846,6
0.5021,2.1411,7,6.3859,7
0.5026,2.1366,0,6.3892,8
0.5031,2.1384,3,6.3946,9
0.5036,2.1423,4,6.4021,10
0.5041,2.1379,0,6.4115,11
0.5047,2.1437,5,6.4230,12
0.5052,2.1393,0,6.4365,13
0.5047,2.1393,-1,6.4365,14
0.5041,2.1393,-1,6.4365,15
0.5046,2.1493,7,6.4254,1
0.5041,2.1493,-1,6.4254,2
0.5036,2.1493,-1,6.4254,3
0.5031,2.1493,-1,6.4254,4
0.5026,2.1493,-1,6.4254,5
0.5021,2.1493,-1,6.4254,1
0.5026,2.1469,1,6.4163,2
0.5031,2.1466,2,6.4094,3
0.5026,2.1466,-1,6.4094,1
0.5031,2.1545,6,6.4004,2
0.5026,2.1545,-1,6.4004,3
0.5020,2.1545,-1,6.4004,4
0.5025,2.1501,0,6.3976,5
0.5020,2.1501,-1,6.3976,1
0.5015,2.1501,-1,6.3976,2
0.5020,2.1457,0,6.3907,3
0.5025,2.1535,6,6.3859,4
0.5020,2.1535,-1,6.3859,5
0.5015,2.1535,-1,6.3859,6
0.5010,2.1535,-1,6.3859,7
0.5005,2.1535,-1,6.3859,8
0.5010,2.1492,0,6.3911,9
0.5015,2.1449,0,6.3984,10
0.5020,2.1506,5,6.4076,11
0.5025,2.1483,1,6.4188,12
0.5030,2.1540,5,6.4320,13
0.5025,2.1540,-1,6.4320,14
0.5030,2.1637,7,6.4491,15
0.5035,2.1653,3,6.4681,16
0.5040,2.1610,0,6.4891,17
0.5045,2.1647,4,6.5119,18
0.5040,2.1647,-1,6.5119,19
0.5045,2.1604,0,6.5010,1
0.5040,2.1604,-1,6.5010,2
0.5045,2.1561,0,6.4941,3
0.5040,2.1561,-1,6.4941,4
0.5035,2.1561,-1,6.4941,5
0.5040,2.1519,0,6.4931,6
0.5035,2.1519,-1,6.4931,1
0.5030,2.1519,-1,6.4931,2
0.5035,2.1575,5,6.4862,3
0.5030,2.1575,-1,6.4862,4
0.5025,2.1575,-1,6.4862,5
0.5020,2.1575,-1,6.4862,6
0.5025,2.1631,5,6.4872,7
0.5020,2.1631,-1,6.4872,8
0.5015,2.1631,-1,6.4872,9
0.5020,2.1588,0,6.4941,10
0.5025,2.1546,0,6.4834,1
0.5020,2.1546,-1,6.4834,2
0.5015,2.1546,-1,6.4834,3
0.5010,2.1546,-1,6.4834,4
0.5005,2.1546,-1,6.4834,1
0.5000,2.1546,-1,6.4834,2
0.4995,2.1546,-1,6.4834,3
0.4990,2.1546,-1,6.4834,4
0.4985,2.1546,-1,6.4834,5
0.4990,2.1523,1,6.4824,6
0.4995,2.1481,0,6.4834,7
0.5000,2.1595,8,6.4864,8
0.5005,2.1553,0,6.4913,9
0.5010,2.1531,1,6.4981,10
0.5005,2.1531,-1,6.4981,11
0.5000,2.1531,-1,6.4981,1
0.5005,2.1489,0,6.4894,2
0.5000,2.1489,-1,6.4894,3
0.5005,2.1467,1,6.4846,4
0.5010,2.1426,0,6.4817,5
0.5014,2.1385,0,6.4808,6
0.5010,2.1385,-1,6.4808,7
0.5005,2.1385,-1,6.4808,8
0.5000,2.1385,-1,6.4808,1
0.5005,2.1478,7,6.4722,2
0.5000,2.1478,-1,6.4722,3
0.5005,2.1437,0,6.4674,4
0.5000,2.1437,-1,6.4674,5
0.4995,2.1437,-1,6.4674,6
0.4990,2.1437,-1,6.4674,1
0.4986,2.1437,-1,6.4674,2
0.4981,2.1437,-1,6.4674,3
0.4976,2.1437,-1,6.4674,1
0.4971,2.1437,-1,6.4674,2
0.4967,2.1437,-1,6.4674,1
0.4971,2.1434,2,6.4570,1
0.4967,2.1434,-1,6.4570,2
0.4962,2.1434,-1,6.4570,3
0.4957,2.1434,-1,6.4570,1
0.4962,2.1393,0,6.4485,2
0.4967,2.1410,3,6.4419,3
0.4972,2.1369,0,6.4373,4
0.4976,2.1328,0,6.4345,5
0.4972,2.1328,-1,6.4345,6
0.4976,2.1402,6,6.4356,7
0.4981,2.1361,0,6.4386,8
0.4986,2.1321,0,6.4434,9
0.4991,2.1431,8,6.4501,10
0.4995,2.1485,5,6.4586,11
0.5000,2.1538,5,6.4484,1
0.4995,2.1538,-1,6.4484,1
0.5000,2.1554,3,6.4401,2
0.5005,2.1533,1,6.4336,3
0.5009,2.1586,5,6.4291,4
0.5014,2.1546,0,6.4264,5
0.5019,2.1506,0,6.4257,6
0.5014,2.1506,-1,6.4257,7
0.5019,2.1466,0,6.4286,8
0.5023,2.1426,0,6.4333,9
0.5028,2.1386,0,6.4399,10
0.5023,2.1386,-1,6.4399,11
0.5019,2.1386,-1,6.4399,12
0.5014,2.1386,-1,6.4399,13
0.5009,2.1386,-1,6.4399,14
0.5005,2.1386,-1,6.4399,15
0.5000,2.1386,-1,6.4399,1
0.5005,2.1347,0,6.4317,2
0.5009,2.1363,3,6.4254,3
0.5014,2.1324,0,6.4210,4
0.5018,2.1376,5,6.4183,5
0.5023,2.1410,4,6.4176,6
0.5018,2.1410,-1,6.4176,7
0.5023,2.1389,1,6.4205,8
0.5018,2.1389,-1,6.4205,9
0.5014,2.1389,-1,6.4205,1
0.5018,2.1350,0,6.4124,2
0.5023,2.1311,0,6.4062,3
0.5027,2.1327,3,6.4018,4
0.5032,2.1289,0,6.3993,5
0.5027,2.1289,-1,6.3993,6
0.5032,2.1322,4,6.4004,7
0.5027,2.1322,-1,6.4004,8
0.5032,2.1356,4,6.4051,9
0.5036,2.1318,0,6.4116,10
0.5041,2.1279,0,6.4198,11
0.5045,2.1349,6,6.4299,12
0.5041,2.1349,-1,6.4299,13
0.5045,2.1311,0,6.4434,14
0.5050,2.1272,0,6.4588,15
0.5054,2.1234,0,6.4490,1
0.5059,2.1357,9,6.4411,2
0.5063,2.1373,3,6.4349,3
0.5068,2.1335,0,6.4306,4
0.5063,2.1335,-1,6.4306,5
0.5059,2.1335,-1,6.4306,6
0.5054,2.1335,-1,6.4306,7
0.5058,2.1297,0,6.4334,8
0.5063,2.1330,4,6.4379,9
0.5067,2.1310,1,6.4442,10
0.5072,2.1325,3,6.4523,11
0.5076,2.1287,0,6.4621,12
0.5072,2.1287,-1,6.4621,13
0.5067,2.1287,-1,6.4621,1
0.5071,2.1268,1,6.4542,2
0.5067,2.1268,-1,6.4542,3
0.5062,2.1268,-1,6.4542,4
0.5067,2.1318,5,6.4517,5
0.5062,2.1318,-1,6.4517,6
0.5067,2.1316,2,6.4526,7
0.5062,2.1316,-1,6.4526,8
0.5058,2.1316,-1,6.4526,9
0.5053,2.1316,-1,6.4526,10
0.5058,2.1366,5,6.4606,11
0.5062,2.1329,0,6.4703,12
0.5057,2.1329,-1,6.4703,13
0.5062,2.1291,0,6.4834,14
0.5057,2.1291,-1,6.4834,15
0.5062,2.1341,5,6.4739,1
0.5057,2.1341,-1,6.4739,2
0.5062,2.1304,0,6.4678,3
0.5057,2.1304,-1,6.4678,4
0.5062,2.1354,5,6.4653,5
0.5066,2.1473,9,6.4645,6
0.5061,2.1473,-1,6.4645,7
0.5066,2.1557,7,6.4671,8
0.5070,2.1675,9,6.4715,9
0.5074,2.1638,0,6.4776,10
0.5070,2.1638,-1,6.4776,11
0.5066,2.1638,-1,6.4776,1
0.5070,2.1635,2,6.4699,2
0.5074,2.1667,4,6.4639,3
0.5078,2.1750,7,6.4597,4
0.5074,2.1750,-1,6.4597,1
0.5078,2.1712,0,6.4521,2
0.5074,2.1712,-1,6.4521,3
0.5078,2.1744,4,6.4479,4
0.5082,2.1741,2,6.4454,5
0.5087,2.1704,0,6.4446,6
0.5091,2.1684,1,6.4456,7
0.5095,2.1749,6,6.4482,8
0.5099,2.1712,0,6.4525,9
0.5104,2.1692,1,6.4585,10
0.5108,2.1655,0,6.4662,11
0.5112,2.1653,2,6.4755,12
0.5108,2.1653,-1,6.4755,13
0.5103,2.1653,-1,6.4755,14
0.5107,2.1616,0,6.4899,15
0.5103,2.1616,-1,6.4899,1
0.5107,2.1647,4,6.4824,2
0.5103,2.1647,-1,6.4824,3
0.5099,2.1647,-1,6.4824,1
0.5103,2.1611,0,6.4748,2
0.5107,2.1575,0,6.4690,3
0.5111,2.1605,4,6.4649,4
0.5115,2.1686,7,6.4624,5
0.5111,2.1686,-1,6.4624,1
0.5107,2.1686,-1,6.4624,2
0.5111,2.1667,1,6.4567,3
0.5115,2.1631,0,6.4526,4
0.5119,2.1595,0,6.4502,5
0.5115,2.1595,-1,6.4502,1
0.5119,2.1559,0,6.4428,2
0.5123,2.1540,1,6.4371,3
0.5119,2.1540,-1,6.4371,4
0.5114,2.1540,-1,6.4371,5
0.5118,2.1504,0,6.4364,6
0.5114,2.1504,-1,6.4364,7
0.5110,2.1504,-1,6.4364,8
0.5105,2.1504,-1,6.4364,9
0.5101,2.1504,-1,6.4364,10
0.5105,2.1469,0,6.4439,11
0.5101,2.1469,-1,6.4439,12
0.5097,2.1469,-1,6.4439,1
0.5092,2.1469,-1,6.4439,2
0.5088,2.1469,-1,6.4439,3
0.5084,2.1469,-1,6.4439,4
0.5088,2.1450,1,6.4415,5
0.5092,2.1431,1,6.4408,6
0.5088,2.1431,-1,6.4408,7
0.5084,2.1431,-1,6.4408,8
0.5088,2.1396,0,6.4450,9
0.5092,2.1443,5,6.4508,10
0.5088,2.1443,-1,6.4508,11
0.5092,2.1473,4,6.4599,12
0.5087,2.1473,-1,6.4599,13
0.5092,2.1454,1,6.4722,14
0.5087,2.1454,-1,6.4722,1
0.5091,2.1419,0,6.4649,2
0.5087,2.1419,-1,6.4649,3
0.5083,2.1419,-1,6.4649,4
0.5087,2.1531,9,6.4625,5
0.5083,2.1531,-1,6.4625,6
0.5079,2.1531,-1,6.4625,7
0.5074,2.1531,-1,6.4625,8
0.5070,2.1531,-1,6.4625,9
0.5074,2.1512,1,6.4683,10
0.5070,2.1512,-1,6.4683,11
0.5066,2.1512,-1,6.4683,12
0.5070,2.1477,0,6.4789,13
0.5074,2.1442,0,6.4700,1
0.5070,2.1442,-1,6.4700,2
0.5074,2.1456,3,6.4644,3
0.5078,2.1422,0,6.4604,4
0.5074,2.1422,-1,6.4604,5
0.5078,2.1419,2,6.4597,6
0.5082,2.1481,6,6.4605,7
0.5086,2.1447,0,6.4630,8
0.5082,2.1447,-1,6.4630,9
0.5078,2.1447,-1,6.4630,10
0.5073,2.1447,-1,6.4630,1
0.5077,2.1413,0,6.4559,2
0.5073,2.1413,-1,6.4559,3
0.5077,2.1378,0,6.4519,4
0.5073,2.1378,-1,6.4519,5
0.5077,2.1344,0,6.4512,6
0.5081,2.1310,0,6.4521,7
0.5077,2.1310,-1,6.4521,8
0.5073,2.1310,-1,6.4521,9
0.5069,2.1310,-1,6.4521,10
0.5073,2.1276,0,6.4593,11
0.5077,2.1290,3,6.4682,12
0.5081,2.1256,0,6.4785,13
0.5085,2.1333,7,6.4905,14
0.5089,2.1300,0,6.5040,15
0.5085,2.1300,-1,6.5040,16
0.5081,2.1300,-1,6.5040,17
0.5084,2.1266,0,6.5222,18
0.5080,2.1266,-1,6.5222,19
0.5084,2.1232,0,6.5434,20
0.5080,2.1232,-1,6.5434,21
0.5084,2.1199,0,6.5678,22
0.5088,2.1165,0,6.5937,23
0.5084,2.1165,-1,6.5937,24
0.5088,2.1132,0,6.6226,25
0.5092,2.1099,0,6.6531,26
0.5088,2.1099,-1,6.6531,27
0.5084,2.1099,-1,6.6531,28
0.5080,2.1099,-1,6.6531,29
0.5084,2.1097,2,6.6897,30
0.5080,2.1097,-1,6.6897,31
0.5076,2.1097,-1,6.6897,32
0.5072,2.1097,-1,6.6897,1
0.5075,2.1127,4,6.6823,2
0.5079,2.1094,0,6.6766,3
0.5075,2.1094,-1,6.6766,4
0.5071,2.1094,-1,6.6766,5
0.5067,2.1094,-1,6.6766,6
0.5071,2.1201,9,6.6771,7
0.5075,2.1199,2,6.6791,8
0.5071,2.1199,-1,6.6791,1
0.5075,2.1166,0,6.6719,2
0.5079,2.1149,1,6.6661,3
0.5075,2.1149,-1,6.6661,4
0.5079,2.1116,0,6.6636,5
0.5075,2.1116,-1,6.6636,6
0.5071,2.1116,-1,6.6636,7
0.5067,2.1116,-1,6.6636,8
0.5071,2.1084,0,6.6672,9
0.5067,2.1084,-1,6.6672,10
0.5071,2.1051,0,6.6739,11
0.5074,2.1019,0,6.6821,12
0.5078,2.0986,0,6.6918,13
0.5074,2.0986,-1,6.6918,1
0.5070,2.0986,-1,6.6918,2
0.5066,2.0986,-1,6.6918,3
0.5070,2.0954,0,6.6877,4
0.5074,2.0952,2,6.6851,5
0.5070,2.0952,-1,6.6851,6
0.5074,2.0982,4,6.6856,7
0.5070,2.0982,-1,6.6856,8
0.5066,2.0982,-1,6.6856,1
0.5062,2.0982,-1,6.6856,2
0.5066,2.0949,0,6.6799,3
0.5062,2.0949,-1,6.6799,4
0.5066,2.1055,9,6.6774,5
0.5070,2.1053,2,6.6763,6
0.5073,2.1021,0,6.6768,7
0.5070,2.1021,-1,6.6768,8
0.5073,2.1065,5,6.6804,9
0.5077,2.1094,4,6.6854,10
0.5081,2.1062,0,6.6768,1
0.5077,2.1062,-1,6.6768,2
0.5073,2.1062,-1,6.6768,3
0.5069,2.1062,-1,6.6768,4
0.5065,2.1062,-1,6.6768,5
0.5061,2.1062,-1,6.6768,6
0.5065,2.1106,5,6.6773,7
0.5069,2.1165,6,6.6687,1
0.5065,2.1165,-1,6.6687,2
0.5069,2.1133,0,6.6631,3
0.5073,2.1116,1,6.6591,4
0.5069,2.1116,-1,6.6591,5
0.5065,2.1116,-1,6.6591,6
0.5069,2.1084,0,6.6596,7
0.5072,2.1053,0,6.6617,8
0.5069,2.1053,-1,6.6617,9
0.5065,2.1053,-1,6.6617,10
0.5061,2.1053,-1,6.6617,11
0.5065,2.1021,0,6.6697,12
0.5068,2.0990,0,6.6792,13
0.5065,2.0990,-1,6.6792,14
0.5061,2.0990,-1,6.6792,1
0.5064,2.0973,1,6.6722,2
0.5061,2.0973,-1,6.6722,3
0.5064,2.0942,0,6.6682,4
0.5061,2.0942,-1,6.6682,5
0.5064,2.1015,7,6.6672,6
0.5068,2.1043,4,6.6677,7
0.5072,2.1027,1,6.6696,8
0.5075,2.0996,0,6.6731,9
0.5079,2.0994,2,6.6780,10
0.5075,2.0994,-1,6.6780,11
0.5079,2.1096,9,6.6859,12
0.5083,2.1080,1,6.6953,13
0.5086,2.1137,6,6.7061,14
0.5083,2.1137,-1,6.7061,15
0.5086,2.1106,0,6.7198,16
0.5090,2.1075,0,6.7349,17
0.5094,2.1088,3,6.7515,18
0.5097,2.1057,0,6.7695,19
0.5101,2.1026,0,6.7889,20
0.5105,2.1040,3,6.7804,1
0.5101,2.1040,-1,6.7804,2
0.5104,2.1023,1,6.7749,3
0.5101,2.1023,-1,6.7749,4
0.5104,2.0993,0,6.7723,5
0.5101,2.0993,-1,6.7723,6
0.5097,2.0993,-1,6.7723,7
0.5100,2.0962,0,6.7741,8
0.5097,2.0962,-1,6.7741,9
0.5100,2.0932,0,6.7787,10
0.5104,2.0901,0,6.7849,11
0.5100,2.0901,-1,6.7849,12
0.5096,2.0901,-1,6.7849,13
0.5093,2.0901,-1,6.7849,14
0.5089,2.0901,-1,6.7849,15
0.5092,2.1001,9,6.7983,16
0.5089,2.1001,-1,6.7983,1
0.5085,2.1001,-1,6.7983,2
0.5088,2.0971,0,6.7899,1
0.5085,2.0971,-1,6.7899,2
0.5088,2.0984,3,6.7844,3
0.5092,2.0954,0,6.7803,4
0.5088,2.0954,-1,6.7803,5
0.5092,2.0952,2,6.7792,6
0.5095,2.1009,6,6.7795,7
0.5099,2.0978,0,6.7813,8
0.5095,2.0978,-1,6.7813,9
0.5092,2.0978,-1,6.7813,10
0.5088,2.0978,-1,6.7813,1
0.5091,2.0948,0,6.7744,2
0.5088,2.0948,-1,6.7744,3
0.5091,2.0918,0,6.7704,4
0.5088,2.0918,-1,6.7704,5
0.5091,2.0888,0,6.7693,6
0.5095,2.0858,0,6.7697,7
0.5091,2.0858,-1,6.7697,8
0.5087,2.0858,-1,6.7697,9
0.5084,2.0858,-1,6.7697,10
0.5087,2.0829,0,6.7757,11
0.5091,2.0842,3,6.7832,12
0.5094,2.0812,0,6.7920,13
0.5098,2.0882,7,6.8023,14
0.5101,2.0852,0,6.8139,15
0.5098,2.0852,-1,6.8139,16
0.5094,2.0852,-1,6.8139,17
0.5098,2.0823,0,6.8298,18
0.5094,2.0823,-1,6.8298,19
0.5097,2.0793,0,6.8484,20
0.5094,2.0793,-1,6.8484,21
0.5097,2.0764,0,6.8699,22
0.5101,2.0734,0,6.8927,23
0.5097,2.0734,-1,6.8927,24
0.5101,2.0705,0,6.9182,25
0.5104,2.0676,0,6.9451,26
0.5101,2.0676,-1,6.9451,27
0.5097,2.0676,-1,6.9451,28
0.5093,2.0676,-1,6.9451,29
0.5097,2.0675,2,6.9775,30
0.5093,2.0675,-1,6.9775,31
0.5089,2.0675,-1,6.9775,32
0.5093,2.0646,0,6.9691,1
0.5089,2.0646,-1,6.9691,2
0.5093,2.0617,0,6.9635,3
0.5089,2.0617,-1,6.9635,4
0.5093,2.0588,0,6.9608,5
0.5089,2.0588,-1,6.9608,6
0.5085,2.0588,-1,6.9608,7
0.5082,2.0588,-1,6.9608,8
0.5085,2.0559,0,6.9636,9
0.5089,2.0531,0,6.9679,10
0.5092,2.0516,1,6.9735,11
0.5096,2.0543,4,6.9805,12
0.5092,2.0543,-1,6.9805,1
0.5096,2.0515,0,6.9736,2
0.5099,2.0514,2,6.9681,3
0.5103,2.0541,4,6.9639,4
0.5099,2.0541,-1,6.9639,5
0.5102,2.0526,1,6.9626,6
0.5099,2.0526,-1,6.9626,7
0.5095,2.0526,-1,6.9626,1
0.5092,2.0526,-1,6.9626,2
0.5088,2.0526,-1,6.9626,3
0.5092,2.0539,3,6.9585,4
0.5088,2.0539,-1,6.9585,5
0.5084,2.0539,-1,6.9585,6
0.5081,2.0539,-1,6.9585,7
0.5077,2.0539,-1,6.9585,8
0.5074,2.0539,-1,6.9585,9
0.5070,2.0539,-1,6.9585,10
0.5074,2.0511,0,6.9641,11
